PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
140-043,151 HOLLINGSWORTH ROAD,1010,Ranch,1951,1428,0.24,"$        1,100,700.00","$     1,050,000.00",10/25/2023,OSTVIL
140-103,245 WIANNO CIRCLE,1010,Colonial,1964,1953,0.25,"$        1,247,500.00","$     1,100,500.00",05/12/2023,OSTVIL
140-124-001,321 WIANNO AVENUE,1010,Cape Cod,1937,3424,0.75,"$        2,395,500.00","$     2,675,000.00",10/06/2023,OSTVIL
140-140,219 WIANNO AVENUE,1010,Cape Cod,1938,2649,1.62,"$        2,616,300.00","$     3,000,000.00",08/01/2023,OSTVIL
FISCAL YEAR 2025 COMPARABLE SALES LISTINGS,,,,,,,,,,
PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
140-154-002,408 WIANNO AVENUE,1010,Gambrel,2014,5915,4.12,"$        6,181,600.00","$     6,000,000.00",05/10/2023,OSTVIL
140-157-00B,199 EAST BAY ROAD,102U,Condominium,2000,3175,0,"$        1,894,800.00","$     1,795,000.00",07/25/2023,OSTVIL
141-013-00D,727 MAIN STREET (OST.),102U,Condominium,1967,1088,0,"$           498,900.00","$        575,000.00",06/02/2023,OSTVIL
141-013-00I,727 MAIN STREET (OST.),102U,Condominium,1967,1232,0,"$           542,500.00","$        460,000.00",06/22/2023,OSTVIL
141-013-00O,727 MAIN STREET (OST.),102U,Condominium,1983,1216,0,"$           584,100.00","$        595,000.00",12/12/2023,OSTVIL
141-013-00X,727 MAIN STREET (OST.),343O,Condo Office,1983,1262,0,"$           469,700.00","$        505,000.00",01/31/2023,OSTVIL
141-013-00Z,727 MAIN STREET (OST.),102U,Condominium,1983,1157,0,"$           562,500.00","$        615,000.00",06/01/2023,OSTVIL
141-013-0AA,727 MAIN STREET (OST.),102U,Condominium,1983,1221,0,"$           580,300.00","$        600,000.00",11/14/2023,OSTVIL
141-014-00H,749 MAIN STREET (OST.),343O,Condo Office,1984,1258,0,"$           397,800.00","$        435,000.00",02/28/2022,OSTVIL
141-089,38 EVANS STREET,1010,Cape Cod,1959,2187,0.59,"$           892,400.00","$        825,000.00",04/21/2023,OSTVIL
142-033,95 HINCKLEY CIRCLE,1010,Ranch,1963,1330,0.23,"$           694,600.00","$        895,000.00",06/30/2023,OSTVIL
142-062-002,336 OLD MILL ROAD,1010,Cape Cod,1945,2434,1.05,"$           862,000.00","$        995,000.00",04/14/2023,OSTVIL
142-068,107 SPICE LANE,1010,Conventional,1966,2236,0.36,"$        1,092,700.00","$     1,040,000.00",10/31/2023,OSTVIL
145-005,7 BONNIE BRIAR DRIVE,1010,Ranch,1980,1144,0.35,"$           491,700.00","$        530,000.00",01/24/2023,OSTVIL
146-067,20 FLOWING POND CIRCLE,1010,Cape Cod,2015,1346,0.53,"$           572,900.00","$        600,000.00",08/31/2023,OSTVIL
146-084,37 CAPTAIN ALDEN'S LANE,1010,Saltbox,1979,1200,0.35,"$           471,300.00","$        530,000.00",07/07/2023,OSTVIL
146-109,38 VERMEER COURT,1010,Cape Cod,1983,1267,0.35,"$           463,500.00","$        570,000.00",07/13/2023,OSTVIL
146-122,44 RENOIR DRIVE,1010,Cape Cod,1983,1267,0.35,"$           559,400.00","$        645,000.00",08/11/2023,OSTVIL
146-123,36 RENOIR DRIVE,1010,Cape Cod,1983,1387,0.42,"$           519,900.00","$        605,000.00",05/12/2023,OSTVIL
165-044,95 STURBRIDGE DRIVE,1010,Cape Cod,1972,2018,0.23,"$           772,400.00","$        643,900.00",07/26/2023,OSTVIL
165-113,141 PARSLEY LANE,1010,Ranch,1970,1868,0.35,"$           966,400.00","$        860,000.00",04/27/2023,OSTVIL
165-117,25 NUTMEG LANE,1010,Ranch,1971,1776,1.36,"$        1,035,500.00","$        950,000.00",06/16/2023,OSTVIL
166-001-002,21 DARBY WAY,1010,Cape Cod,2016,2098,0.15,"$        1,106,100.00","$     1,380,000.00",11/30/2023,OSTVIL
166-016,329 SWIFT AVENUE,1010,Ranch,1953,972,0.31,"$           582,200.00","$        617,000.00",05/25/2023,OSTVIL
166-041,133 STARBOARD LANE,1010,Cape Cod,1960,3545,2.15,"$        2,317,200.00","$     2,550,000.00",05/15/2023,OSTVIL
166-043,175 STARBOARD LANE,1010,Cape Cod,1981,4017,2.45,"$        2,470,900.00","$     2,900,000.00",10/05/2023,OSTVIL
166-047-002,379 STARBOARD LANE,1010,Cape Cod,1984,3907,1.39,"$        2,193,300.00","$     1,987,500.00",01/18/2023,OSTVIL
166-055,128 STARBOARD LANE,1090,Ranch,1949,2986,2.62,"$        3,308,400.00","$     3,303,000.00",05/24/2022,OSTVIL
166-071,50 DEERFIELD ROAD,1010,Cape Cod,1972,2098,0.27,"$           872,500.00","$        895,000.00",03/03/2023,OSTVIL
166-089,84 NEWPORT LANE,1010,Cape Cod,1983,2380,0.35,"$           867,300.00","$        890,000.00",05/11/2023,OSTVIL
166-101,15 STURBRIDGE DRIVE,1010,Cape Cod,1982,2163,0.4,"$           918,900.00","$     1,200,000.00",07/14/2023,OSTVIL
088-002-001,35 ABEGALE SNOW ROAD,1010,Colonial,2003,3510,1.29,"$        1,228,900.00","$     1,385,000.00",08/24/2023,WBARNS
089-004-002,91 GREAT MARSH ROAD,1010,Ranch,2022,2432,1,"$        1,293,900.00","$     1,375,000.00",09/07/2023,WBARNS
089-005-006,130 GREAT MARSH ROAD,1010,Ranch,2022,2407,1.14,"$        1,102,300.00","$     1,350,000.00",02/09/2023,WBARNS
FISCAL YEAR 2025 COMPARABLE SALES LISTINGS,,,,,,,,,,
PARCEL ID,PROPERTY ADDRESS,USE CODE,STYLE,YEAR BUILT,"LIVING AREA 
SQFT","LAND 
ACREAGE","FY25 ASSESSED 
VALUE",SALE PRICE,SALE DATE,VILLAGE
108-025,48 BARNHILL ROAD,1010,Colonial,1989,3290,0.96,"$           993,800.00","$     1,266,000.00",10/10/2023,WBARNS
109-013-002,5 NORTH WINDS LANE,1010,Colonial,1992,2712,1.03,"$           855,000.00","$        799,000.00",10/16/2023,WBARNS
109-023,66 SHEEP MEADOW ROAD,1010,Cape Cod,1978,1930,0.92,"$           706,900.00","$        700,000.00",10/03/2023,WBARNS
128-014,1730 OST.-W.BARN. RD,1010,Cape Cod,1972,1477,0.8,"$           543,500.00","$        658,000.00",11/02/2023,WBARNS
130-033,571 WILLOW STREET,1010,Cape Cod,2004,1980,4.52,"$           790,900.00","$        775,000.00",06/28/2023,WBARNS
131-061,410 CEDAR STREET,1010,Gambrel,1986,1663,1.97,"$           742,200.00","$        670,000.00",10/18/2023,WBARNS
132-046,176 MAPLE STREET,1010,Cape Cod,1975,1459,1.5,"$           656,700.00","$        799,000.00",12/13/2023,WBARNS
133-025,126 MEADOW LANE,1010,Modern/Contemp,1974,2376,1.62,"$        1,091,500.00","$     1,450,000.00",06/06/2023,WBARNS
134-015,317 MAIN ST./RTE 6A(W.BARN.),1010,Cape Cod,1970,1134,1.2,"$           634,300.00","$        565,000.00",11/13/2023,WBARNS
136-025,22 BURNING TREE LANE,1010,Cape Cod,2013,4532,0.81,"$        1,943,800.00","$     2,125,000.00",12/15/2023,WBARNS
136-040,17 HOLWAY DRIVE,1010,Colonial,1986,3371,0.8,"$        1,371,900.00","$     1,575,000.00",09/18/2023,WBARNS
152-026,291 WOODSIDE ROAD,1010,Ranch,1973,1912,0.8,"$           650,500.00","$        660,000.00",06/02/2023,WBARNS
175-031,26 MORGAN WAY,1010,Cape Cod,1994,1741,0.39,"$           731,300.00","$        790,000.00",04/14/2023,WBARNS
178-015-02A,1170 MAIN ST./RTE 6A(W.BARN.),343O,Condo Office,1987,518,0,"$           152,100.00","$        175,000.00",12/14/2023,WBARNS
178-015-02B,1170 MAIN ST./RTE 6A(W.BARN.),343O,Condo Office,1987,524,0,"$           119,400.00","$        145,000.00",12/14/2023,WBARNS
194-009,1767 SERVICE ROAD,1300,Vacant Land,0,0,1.39,"$           163,700.00","$        135,000.00",09/01/2022,WBARNS
214-034-001,125 LAKEVIEW DRIVE,1010,Colonial,2001,3379,1.01,"$        1,257,500.00","$     1,475,000.00",04/20/2023,WBARNS
216-020,71 SPRUCE STREET,1010,Cape Cod,1975,1368,0.43,"$           483,600.00","$        529,000.00",04/14/2023,WBARNS
216-053,57 SPRUCE STREET,1010,Cape Cod,1981,1688,0.47,"$           556,000.00","$        591,000.00",08/15/2023,WBARNS
